"Date","Price","Open","High","Low","Vol.","Change %"
"11/23/1994","3,674.63","3,660.50","3,685.73","3,638.83","47.28M","-0.09%"
"11/22/1994","3,677.99","3,755.37","3,770.18","3,677.99","35.79M","-2.43%"
"11/21/1994","3,769.50","3,826.03","3,833.43","3,763.45","23.40M","-1.20%"
"11/18/1994","3,815.26","3,818.63","3,828.05","3,784.90","38.50M","-0.33%"
"11/17/1994","3,828.04","3,848.91","3,849.58","3,808.53","35.82M","-0.45%"
"11/16/1994","3,845.20","3,830.40","3,845.54","3,820.31","27.73M","0.49%"
"11/15/1994","3,826.36","3,832.42","3,856.31","3,807.86","29.98M","-0.09%"
"11/14/1994","3,829.73","3,808.87","3,833.43","3,800.46","25.53M","0.74%"
"11/11/1994","3,801.46","3,813.92","3,821.65","3,795.41","19.52M","-0.54%"
"11/10/1994","3,821.99","3,849.58","3,858.66","3,814.92","31.05M","-0.25%"
"11/09/1994","3,831.74","3,867.41","3,868.76","3,810.55","35.56M","0.03%"
"11/08/1994","3,830.74","3,817.95","3,846.55","3,808.87","27.96M","0.57%"
"11/07/1994","3,808.87","3,807.52","3,819.30","3,798.10","24.81M","0.04%"
"11/04/1994","3,807.52","3,855.63","3,865.05","3,807.52","28.91M","-1.00%"
"11/03/1994","3,845.88","3,843.52","3,853.63","3,833.43","26.45M","0.23%"
"11/02/1994","3,837.13","3,855.30","3,875.15","3,837.13","31.24M","-0.68%"
"11/01/1994","3,863.37","3,892.98","3,907.78","3,858.33","36.64M","-1.15%"
"10/31/1994","3,908.12","3,928.64","3,937.05","3,907.78","31.92M","-0.57%"
"10/28/1994","3,930.66","3,875.82","3,931.67","3,873.47","36.98M","1.43%"
"10/27/1994","3,875.15","3,858.66","3,875.15","3,848.91","31.56M","0.70%"
"10/26/1994","3,848.23","3,866.74","3,870.10","3,837.47","31.25M","-0.06%"
"10/25/1994","3,850.59","3,830.06","3,863.04","3,832.42","36.02M","-0.12%"
"10/24/1994","3,855.30","3,892.98","3,911.48","3,853.62","34.75M","-0.92%"
"10/21/1994","3,891.29","3,899.04","3,911.58","3,883.90","41.96M","-0.51%"
"10/20/1994","3,911.14","3,934.70","3,942.10","3,894.66","41.19M","-0.63%"
"10/19/1994","3,936.04","3,908.07","3,949.84","3,901.05","28.38M","0.47%"
"10/18/1994","3,917.54","3,927.97","3,927.97","3,903.75","23.06M","-0.16%"
"10/17/1994","3,923.93","3,902.74","3,934.03","3,901.05","26.45M","0.34%"
"10/14/1994","3,910.47","3,896.34","3,912.16","3,878.51","21.50M","0.53%"
"10/13/1994","3,889.95","3,914.51","3,927.63","3,876.83","28.90M","0.38%"
"10/12/1994","3,875.15","3,871.45","3,887.26","3,862.03","23.99M","-0.04%"
"10/11/1994","3,876.83","3,831.75","3,882.55","3,821.32","33.17M","1.45%"
"10/10/1994","3,821.31","3,811.22","3,825.35","3,798.10","18.75M","0.63%"
"10/07/1994","3,797.43","3,773.88","3,802.81","3,769.17","30.08M","0.58%"
"10/06/1994","3,775.56","3,788.68","3,795.07","3,768.16","22.51M","-0.31%"
"10/05/1994","3,787.33","3,796.42","3,802.14","3,747.97","35.61M","-0.36%"
"10/04/1994","3,801.13","3,850.59","3,858.33","3,794.07","32.34M","-1.19%"
"10/03/1994","3,846.88","3,850.59","3,852.27","3,826.36","25.88M","0.10%"
"09/30/1994","3,843.18","3,856.98","3,875.82","3,838.81","27.41M","-0.30%"
"09/29/1994","3,854.62","3,879.86","3,878.18","3,847.90","22.70M","-0.61%"
"09/28/1994","3,878.17","3,867.75","3,890.96","3,863.04","27.21M","0.39%"
"09/27/1994","3,863.03","3,855.97","3,871.78","3,844.87","27.44M","0.36%"
"09/26/1994","3,849.24","3,833.09","3,849.91","3,826.36","24.58M","0.46%"
"09/23/1994","3,831.74","3,840.16","3,851.26","3,820.21","27.12M","-0.14%"
"09/22/1994","3,837.13","3,863.37","3,864.72","3,832.76","25.82M","-0.38%"
"09/21/1994","3,851.59","3,875.82","3,876.16","3,821.65","37.50M","-0.45%"
"09/20/1994","3,869.09","3,920.57","3,936.38","3,869.09","32.96M","-1.72%"
"09/19/1994","3,936.71","3,938.40","3,953.30","3,928.31","29.44M","0.09%"
"09/16/1994","3,933.35","3,915.86","3,953.54","3,912.83","56.56M","-0.52%"
"09/15/1994","3,953.87","3,898.03","3,953.88","3,894.33","27.34M","1.50%"
"09/14/1994","3,895.33","3,877.17","3,900.72","3,873.80","27.69M","0.40%"
"09/13/1994","3,879.86","3,878.51","3,892.64","3,861.02","24.04M","0.51%"
"09/12/1994","3,860.34","3,874.14","3,880.53","3,859.00","22.75M","-0.37%"
"09/09/1994","3,874.81","3,878.51","3,907.78","3,858.33","27.58M","-0.86%"
"09/08/1994","3,908.45","3,883.22","3,911.15","3,882.89","25.95M","0.57%"
"09/07/1994","3,886.25","3,899.37","3,903.41","3,881.54","28.16M","-0.32%"
"09/06/1994","3,898.70","3,885.24","3,898.70","3,877.17","19.88M","0.34%"
"09/02/1994","3,885.58","3,916.33","3,919.89","3,880.40","21.52M","-0.41%"
"09/01/1994","3,901.44","3,899.50","3,913.10","3,887.52","27.82M","-0.31%"
"08/31/1994","3,913.42","3,907.92","3,939.32","3,906.95","37.36M","-0.10%"
"08/30/1994","3,917.30","3,900.47","3,920.87","3,888.49","25.83M","0.47%"
"08/29/1994","3,898.85","3,892.38","3,911.15","3,881.37","29.03M","0.46%"
"08/26/1994","3,881.04","3,849.97","3,893.67","3,829.89","35.58M","1.34%"
"08/25/1994","3,829.89","3,840.58","3,856.12","3,827.95","29.80M","-0.44%"
"08/24/1994","3,846.73","3,787.48","3,846.73","3,775.83","29.41M","1.88%"
"08/23/1994","3,775.83","3,758.02","3,791.37","3,750.90","30.06M","0.66%"
"08/22/1994","3,751.22","3,744.43","3,755.11","3,737.63","18.83M","-0.10%"
"08/19/1994","3,755.11","3,764.50","3,762.23","3,741.51","30.96M","-0.01%"
"08/18/1994","3,755.43","3,769.68","3,776.48","3,749.28","32.36M","-0.56%"
"08/17/1994","3,776.47","3,798.49","3,795.25","3,772.91","30.25M","-0.21%"
"08/16/1994","3,784.57","3,767.41","3,788.13","3,740.54","31.86M","0.65%"
"08/15/1994","3,760.29","3,774.21","3,781.33","3,759.97","22.82M","-0.22%"
"08/12/1994","3,768.70","3,761.26","3,774.21","3,750.25","24.45M","0.47%"
"08/11/1994","3,750.90","3,766.12","3,773.56","3,736.33","23.86M","-0.42%"
"08/10/1994","3,766.76","3,759.97","3,777.45","3,756.08","25.90M","0.29%"
"08/09/1994","3,755.75","3,748.96","3,758.67","3,743.78","24.70M","0.05%"
"08/08/1994","3,753.81","3,758.02","3,761.91","3,747.02","19.27M","0.18%"
"08/05/1994","3,747.01","3,745.07","3,765.79","3,742.16","21.17M","-0.50%"
"08/04/1994","3,765.79","3,785.54","3,792.02","3,765.79","27.65M","-0.71%"
"08/03/1994","3,792.66","3,788.78","3,796.55","3,780.68","22.20M","-0.09%"
"08/02/1994","3,796.22","3,805.94","3,811.44","3,791.37","27.14M","-0.05%"
"08/01/1994","3,798.16","3,767.09","3,798.81","3,760.94","24.68M","0.89%"
"07/29/1994","3,764.50","3,741.51","3,770.00","3,730.83","24.80M","0.90%"
"07/28/1994","3,730.83","3,717.88","3,757.05","3,717.55","21.21M","0.28%"
"07/27/1994","3,720.47","3,735.04","3,736.66","3,714.96","22.90M","-0.41%"
"07/26/1994","3,735.68","3,733.09","3,743.78","3,727.59","23.06M","-0.16%"
"07/25/1994","3,741.83","3,733.09","3,744.10","3,731.80","19.62M","0.18%"
"07/22/1994","3,735.03","3,742.16","3,742.48","3,724.68","24.70M","0.07%"
"07/21/1994","3,732.44","3,724.35","3,744.10","3,714.64","27.85M","0.14%"
"07/20/1994","3,727.26","3,749.93","3,753.49","3,720.14","21.10M","-0.56%"
"07/19/1994","3,748.31","3,753.81","3,762.56","3,748.31","20.12M","-0.19%"
"07/18/1994","3,755.43","3,751.55","3,761.26","3,739.25","20.59M","0.04%"
"07/15/1994","3,753.81","3,734.71","3,753.81","3,731.15","27.74M","0.39%"
"07/14/1994","3,739.24","3,718.20","3,748.63","3,705.90","27.74M","0.94%"
"07/13/1994","3,704.28","3,714.96","3,722.09","3,696.19","20.78M","0.04%"
"07/12/1994","3,702.66","3,705.25","3,706.87","3,672.23","24.28M","-0.01%"
"07/11/1994","3,702.98","3,718.53","3,718.20","3,680.32","20.55M","-0.17%"
"07/08/1994","3,709.13","3,674.50","3,709.46","3,674.17","20.58M","0.56%"
"07/07/1994","3,688.42","3,681.30","3,694.25","3,668.99","22.15M","0.38%"
"07/06/1994","3,674.49","3,647.30","3,682.91","3,643.09","20.49M","0.60%"
"07/05/1994","3,652.48","3,640.18","3,667.70","3,636.29","19.19M","0.16%"
"07/01/1994","3,646.65","3,654.42","3,650.54","3,623.02","21.37M","0.60%"
"06/30/1994","3,624.96","3,668.99","3,675.79","3,622.70","25.50M","-1.15%"
"06/29/1994","3,667.05","3,673.53","3,700.07","3,661.55","23.78M","-0.07%"
"06/28/1994","3,669.64","3,686.48","3,694.25","3,639.53","22.91M","-0.43%"
"06/27/1994","3,685.50","3,622.05","3,687.77","3,610.40","25.19M","1.34%"
"06/24/1994","3,636.94","3,690.85","3,698.77","3,629.02","25.08M","-1.68%"
"06/23/1994","3,699.09","3,725.09","3,741.26","3,694.02","24.21M","-0.69%"
"06/22/1994","3,724.77","3,722.24","3,733.34","3,707.97","22.89M","0.45%"
"06/21/1994","3,707.97","3,733.97","3,741.58","3,686.41","30.14M","-0.91%"
"06/20/1994","3,741.89","3,741.58","3,776.14","3,729.85","23.16M","-0.92%"
"06/17/1994","3,776.77","3,807.53","3,812.61","3,775.51","44.45M","-0.91%"
"06/16/1994","3,811.34","3,785.65","3,811.34","3,785.34","25.21M","0.55%"
"06/15/1994","3,790.41","3,817.05","3,823.39","3,783.75","27.50M","-0.64%"
"06/14/1994","3,814.82","3,790.09","3,816.41","3,783.43","30.33M","0.84%"
"06/13/1994","3,783.12","3,764.41","3,787.24","3,759.97","22.29M","0.26%"
"06/10/1994","3,773.45","3,758.99","3,779.60","3,751.91","1.60M","0.54%"
"06/09/1994","3,753.14","3,742.37","3,755.29","3,740.52","23.34M","0.10%"
"06/08/1994","3,749.45","3,765.75","3,767.29","3,730.98","21.21M","-0.17%"
"06/07/1994","3,755.91","3,758.06","3,773.13","3,752.21","20.42M","-0.33%"
"06/06/1994","3,768.52","3,782.37","3,793.44","3,768.21","24.28M","-0.10%"
"06/03/1994","3,772.21","3,749.14","3,775.60","3,742.67","24.54M","0.35%"
"06/02/1994","3,758.98","3,770.68","3,770.36","3,753.75","23.92M","-0.05%"
"06/01/1994","3,760.83","3,753.14","3,768.52","3,732.21","25.05M","0.07%"
"05/31/1994","3,758.37","3,746.37","3,767.29","3,742.06","19.63M","0.03%"
"05/27/1994","3,757.14","3,739.03","3,757.14","3,739.03","18.13M","0.10%"
"05/26/1994","3,753.45","3,754.68","3,772.79","3,742.71","27.23M","-0.05%"
"05/25/1994","3,755.30","3,736.88","3,755.30","3,721.23","21.71M","0.27%"
"05/24/1994","3,745.17","3,743.63","3,766.35","3,729.21","31.44M","0.07%"
"05/23/1994","3,742.40","3,743.63","3,765.73","3,727.06","24.12M","-0.64%"
"05/20/1994","3,766.35","3,752.23","3,768.80","3,740.87","32.75M","0.20%"
"05/19/1994","3,758.98","3,729.51","3,763.28","3,723.68","1.59M","0.70%"
"05/18/1994","3,732.89","3,727.98","3,741.18","3,700.66","31.18M","0.33%"
"05/17/1994","3,720.61","3,669.66","3,720.61","3,667.51","28.44M","1.34%"
"05/16/1994","3,671.50","3,653.08","3,676.10","3,647.55","20.92M","0.32%"
"05/13/1994","3,659.68","3,659.98","3,665.03","3,637.37","23.35M","0.19%"
"05/12/1994","3,652.84","3,651.06","3,664.14","3,629.64","24.57M","0.66%"
"05/11/1994","3,629.04","3,660.57","3,661.76","3,623.10","26.13M","-0.75%"
"05/10/1994","3,656.41","3,658.49","3,666.52","3,629.34","30.02M","0.75%"
"05/09/1994","3,629.04","3,648.97","3,669.79","3,625.18","24.44M","-1.10%"
"05/06/1994","3,669.50","3,663.84","3,695.67","3,641.54","28.06M","-0.72%"
"05/05/1994","3,695.97","3,707.27","3,712.33","3,691.51","21.22M","-0.05%"
"05/04/1994","3,697.75","3,715.00","3,715.60","3,684.96","21.30M","-0.45%"
"05/03/1994","3,714.41","3,709.65","3,714.41","3,683.48","24.26M","0.36%"
"05/02/1994","3,701.02","3,683.77","3,713.81","3,665.03","25.07M","0.53%"
"04/29/1994","3,681.69","3,664.14","3,689.72","3,659.38","21.89M","0.36%"
"04/28/1994","3,668.31","3,707.27","3,704.89","3,657.30","31.00M","-0.84%"
"04/26/1994","3,699.54","3,710.84","3,710.84","3,692.99","23.93M","-0.17%"
"04/25/1994","3,705.78","3,656.41","3,706.08","3,648.68","24.33M","1.56%"
"04/22/1994","3,648.68","3,662.95","3,664.14","3,640.64","27.43M","-0.11%"
"04/21/1994","3,652.54","3,622.50","3,652.84","3,599.30","38.97M","1.50%"
"04/20/1994","3,598.71","3,637.08","3,646.00","3,570.15","38.02M","-0.58%"
"04/19/1994","3,619.82","3,620.12","3,642.13","3,582.94","35.38M","-0.02%"
"04/18/1994","3,620.42","3,661.17","3,668.01","3,613.58","26.78M","-1.12%"
"04/15/1994","3,661.47","3,660.57","3,679.31","3,655.81","29.59M","-0.05%"
"04/14/1994","3,663.25","3,650.46","3,674.55","3,640.35","26.19M","0.05%"
"04/13/1994","3,661.47","3,680.50","3,685.86","3,631.13","26.33M","-0.55%"
"04/12/1994","3,681.69","3,700.73","3,704.00","3,673.96","21.53M","-0.19%"
"04/11/1994","3,688.83","3,681.69","3,701.02","3,670.69","22.68M","0.40%"
"04/08/1994","3,674.26","3,683.47","3,701.03","3,655.25","26.12M","-0.51%"
"04/07/1994","3,693.26","3,685.20","3,697.29","3,657.84","26.90M","0.37%"
"04/06/1994","3,679.73","3,683.18","3,695.85","3,655.83","34.54M","0.12%"
"04/05/1994","3,675.41","3,649.50","3,680.30","3,593.93","41.36M","2.28%"
"04/04/1994","3,593.35","3,552.18","3,634.52","3,552.18","43.71M","-1.17%"
"03/31/1994","3,635.96","3,639.71","3,650.65","3,559.09","47.35M","0.25%"
"03/30/1994","3,626.75","3,688.36","3,699.02","3,626.75","44.57M","-1.95%"
"03/29/1994","3,699.02","3,757.17","3,762.93","3,697.86","26.85M","-1.68%"
"03/28/1994","3,762.35","3,776.46","3,779.05","3,728.38","27.19M","-0.33%"
"03/25/1994","3,774.73","3,827.13","3,826.85","3,774.73","21.53M","-1.21%"
"03/24/1994","3,821.09","3,849.88","3,869.46","3,803.24","27.44M","-1.25%"
"03/23/1994","3,869.46","3,868.88","3,881.55","3,857.08","23.34M","0.18%"
"03/22/1994","3,862.55","3,865.71","3,879.53","3,861.39","25.09M","-0.06%"
"03/21/1994","3,864.85","3,878.38","3,895.94","3,857.94","20.08M","-0.79%"
"03/18/1994","3,895.65","3,865.42","3,895.65","3,848.15","56.36M","0.79%"
"03/17/1994","3,865.14","3,853.62","3,865.14","3,842.97","26.42M","0.44%"
"03/16/1994","3,848.15","3,851.03","3,866.29","3,836.63","25.83M","-0.04%"
"03/15/1994","3,849.59","3,863.41","3,872.05","3,839.22","27.50M","-0.35%"
"03/14/1994","3,862.98","3,870.29","3,871.42","3,855.94","24.60M","0.01%"
"03/11/1994","3,862.70","3,832.58","3,862.70","3,815.42","21.39M","0.84%"
"03/10/1994","3,830.61","3,852.57","3,856.51","3,814.86","24.66M","-0.59%"
"03/09/1994","3,853.41","3,853.97","3,856.51","3,829.77","24.82M","0.04%"
"03/08/1994","3,851.72","3,858.48","3,859.88","3,840.46","28.66M","-0.12%"
"03/07/1994","3,856.22","3,851.72","3,861.85","3,832.02","22.15M","0.62%"
"03/04/1994","3,832.30","3,830.90","3,847.22","3,815.14","25.71M","0.21%"
"03/03/1994","3,824.42","3,829.49","3,832.58","3,808.66","27.30M","-0.19%"
"03/02/1994","3,831.74","3,758.29","3,832.30","3,755.76","38.36M","0.59%"
"03/01/1994","3,809.23","3,828.93","3,835.68","3,786.15","30.29M","-0.59%"
"02/28/1994","3,832.02","3,848.34","3,852.28","3,832.02","24.20M","-0.18%"
"02/25/1994","3,838.78","3,850.88","3,855.38","3,826.39","23.87M","-0.03%"
"02/24/1994","3,839.90","3,879.02","3,890.84","3,837.37","27.42M","-1.33%"
"02/23/1994","3,891.68","3,911.66","3,914.48","3,882.68","23.56M","-0.51%"
"02/22/1994","3,911.66","3,895.34","3,911.66","3,885.77","20.61M","0.62%"
"02/18/1994","3,887.46","3,918.42","3,923.30","3,880.14","26.28M","-0.90%"
"02/17/1994","3,922.64","3,952.47","3,958.10","3,906.60","31.71M","-0.37%"
"02/16/1994","3,937.27","3,935.02","3,949.65","3,927.14","25.32M","0.23%"
"02/15/1994","3,928.27","3,911.38","3,930.80","3,904.06","24.94M","0.62%"
"02/14/1994","3,904.06","3,894.50","3,920.67","3,892.53","23.22M","0.24%"
"02/11/1994","3,894.78","3,884.93","3,908.85","3,867.20","21.11M","-0.01%"
"02/10/1994","3,895.34","3,932.21","3,938.40","3,893.93","29.89M","-0.93%"
"02/09/1994","3,931.92","3,906.88","3,936.99","3,904.91","29.38M","0.66%"
"02/08/1994","3,906.03","3,919.54","3,918.70","3,892.53","30.97M","-0.01%"
"02/07/1994","3,906.32","3,853.97","3,910.26","3,859.04","36.37M","0.90%"
"02/04/1994","3,871.42","3,958.94","3,968.51","3,870.01","34.48M","-2.43%"
"02/03/1994","3,967.66","3,969.63","3,975.54","3,948.53","25.09M","-0.20%"
"02/02/1994","3,975.54","3,961.47","3,976.95","3,956.69","26.99M","0.29%"
"02/01/1994","3,964.01","3,976.67","3,982.02","3,957.25","23.15M","-0.36%"
"01/31/1994","3,978.36","3,958.10","3,985.96","3,945.43","26.45M","0.83%"
"01/28/1994","3,945.43","3,954.72","3,953.31","3,926.01","25.89M","0.49%"
"01/27/1994","3,926.30","3,909.69","3,930.52","3,901.25","27.77M","0.47%"
"01/26/1994","3,908.00","3,893.09","3,911.10","3,887.18","30.05M","0.33%"
"01/25/1994","3,895.34","3,905.75","3,920.95","3,887.18","38.41M","-0.45%"
"01/24/1994","3,912.79","3,904.35","3,934.46","3,902.66","27.02M","-0.04%"
"01/21/1994","3,914.48","3,895.34","3,914.48","3,884.65","30.97M","0.58%"
"01/20/1994","3,891.96","3,883.52","3,893.09","3,877.33","25.95M","0.20%"
"01/19/1994","3,884.37","3,866.64","3,885.49","3,864.38","28.70M","0.36%"
"01/18/1994","3,870.29","3,875.64","3,882.11","3,863.82","30.40M","0.00%"
"01/17/1994","3,870.29","3,863.26","3,878.46","3,856.22","18.55M","0.08%"
"01/14/1994","3,867.20","3,846.94","3,873.67","3,841.87","26.50M","0.64%"
"01/13/1994","3,842.43","3,833.15","3,848.34","3,829.21","22.90M","-0.16%"
"01/12/1994","3,848.63","3,855.10","3,858.48","3,824.99","31.20M","-0.04%"
"01/11/1994","3,850.31","3,853.97","3,864.95","3,845.81","31.44M","-0.39%"
"01/10/1994","3,865.51","3,824.42","3,865.51","3,813.45","32.39M","1.17%"
"01/07/1994","3,820.77","3,811.20","3,826.39","3,799.10","29.21M","0.44%"
"01/06/1994","3,803.88","3,813.17","3,813.17","3,798.25","36.32M","0.13%"
"01/05/1994","3,798.82","3,789.53","3,798.82","3,771.80","43.95M","0.39%"
"01/04/1994","3,783.90","3,739.16","3,783.90","3,742.81","30.50M","0.73%"
"01/03/1994","3,756.60","3,751.57","3,764.99","3,745.43","24.96M","0.07%"
"12/31/1993","3,754.09","3,775.33","3,792.09","3,754.09","14.73M","-0.58%"
"12/30/1993","3,775.88","3,790.97","3,794.89","3,769.74","15.85M","-0.49%"
"12/29/1993","3,794.33","3,794.61","3,799.92","3,782.03","19.68M","0.01%"
"12/28/1993","3,793.77","3,789.58","3,796.56","3,779.80","17.47M","0.02%"
"12/27/1993","3,792.93","3,768.90","3,792.93","3,755.74","16.28M","0.94%"
"12/23/1993","3,757.72","3,761.63","3,774.21","3,757.44","22.63M","-0.12%"
"12/22/1993","3,762.19","3,753.81","3,762.75","3,744.87","23.49M","0.45%"
"12/21/1993","3,745.15","3,751.85","3,756.04","3,736.76","22.39M","-0.27%"
"12/20/1993","3,755.21","3,752.13","3,760.52","3,742.63","21.96M","0.10%"
"12/17/1993","3,751.57","3,725.58","3,751.57","3,723.35","38.90M","0.68%"
"12/16/1993","3,726.14","3,728.38","3,734.81","3,713.85","29.05M","0.25%"
"12/15/1993","3,716.92","3,740.67","3,743.75","3,716.92","34.31M","-0.69%"
"12/14/1993","3,742.63","3,768.90","3,770.02","3,741.51","21.06M","-0.58%"
"12/13/1993","3,764.43","3,738.16","3,766.66","3,732.01","21.68M","0.64%"
"12/10/1993","3,740.67","3,737.04","3,741.23","3,723.91","21.35M","0.29%"
"12/09/1993","3,729.78","3,738.72","3,748.78","3,725.86","22.57M","-0.13%"
"12/08/1993","3,734.53","3,720.00","3,735.09","3,716.08","22.10M","0.42%"
"12/07/1993","3,718.88","3,718.60","3,723.63","3,709.94","27.12M","0.23%"
"12/06/1993","3,710.21","3,707.98","3,721.11","3,702.11","21.56M","0.17%"
"12/03/1993","3,704.07","3,707.98","3,709.94","3,694.29","19.75M","0.05%"
"12/02/1993","3,702.11","3,697.64","3,707.70","3,690.65","19.52M","0.14%"
"12/01/1993","3,697.08","3,707.70","3,711.61","3,685.06","27.91M","0.36%"
"11/30/1993","3,683.95","3,678.36","3,698.76","3,673.61","23.22M","0.17%"
"11/29/1993","3,677.80","3,683.11","3,700.71","3,676.12","25.57M","-0.17%"
"11/26/1993","3,683.95","3,688.70","3,697.92","3,675.56","8.88M","-0.10%"
"11/24/1993","3,687.58","3,678.64","3,690.65","3,672.49","20.27M","0.36%"
"11/23/1993","3,674.17","3,679.48","3,684.51","3,663.55","21.77M","0.11%"
"11/22/1993","3,670.25","3,673.33","3,693.17","3,650.69","28.66M","-0.64%"
"11/19/1993","3,694.01","3,680.03","3,694.01","3,657.12","31.06M","0.24%"
"11/18/1993","3,685.34","3,693.17","3,704.35","3,668.02","38.27M","-0.51%"
"11/17/1993","3,704.35","3,714.41","3,717.76","3,684.51","34.12M","-0.17%"
"11/16/1993","3,710.77","3,676.96","3,711.89","3,668.58","29.66M","0.90%"
"11/15/1993","3,677.52","3,684.23","3,687.82","3,669.97","23.52M","-0.19%"
"11/12/1993","3,684.51","3,665.78","3,691.21","3,662.99","29.94M","0.60%"
"11/11/1993","3,662.43","3,671.65","3,679.76","3,658.52","32.58M","-0.03%"
"11/10/1993","3,663.55","3,639.51","3,663.55","3,631.97","31.39M","0.65%"
"11/09/1993","3,640.07","3,669.42","3,669.97","3,640.07","24.89M","-0.21%"
"11/08/1993","3,647.90","3,648.18","3,661.03","3,634.48","21.13M","0.12%"
"11/05/1993","3,643.43","3,611.57","3,644.54","3,600.67","26.95M","0.51%"
"11/04/1993","3,624.98","3,655.72","3,670.53","3,623.87","25.03M","-1.01%"
"11/03/1993","3,661.87","3,701.83","3,700.43","3,644.54","34.19M","-0.97%"
"11/02/1993","3,697.64","3,694.85","3,703.23","3,667.46","32.64M","0.14%"
"11/01/1993","3,692.61","3,673.33","3,695.12","3,674.45","22.94M","0.33%"
"10/29/1993","3,680.59","3,686.74","3,690.93","3,675.00","24.83M","-0.20%"
"10/28/1993","3,687.86","3,668.30","3,708.82","3,664.66","34.53M","0.63%"
"10/27/1993","3,664.66","3,663.55","3,673.33","3,654.33","27.13M","-0.21%"
"10/26/1993","3,672.49","3,670.81","3,674.73","3,654.05","27.07M","-0.03%"
"10/25/1993","3,673.61","3,646.22","3,676.96","3,644.82","25.72M","0.67%"
"10/22/1993","3,649.30","3,651.53","3,676.96","3,637.28","27.84M","0.36%"
"10/21/1993","3,636.16","3,650.13","3,656.00","3,630.85","23.14M","-0.25%"
"10/20/1993","3,645.10","3,640.91","3,645.10","3,629.45","19.67M","0.27%"
"10/19/1993","3,635.32","3,636.16","3,653.21","3,623.87","24.92M","-0.19%"
"10/18/1993","3,642.31","3,623.87","3,646.50","3,620.23","29.18M","0.35%"
"10/15/1993","3,629.73","3,632.81","3,642.31","3,618.84","36.39M","0.22%"
"10/14/1993","3,621.63","3,614.36","3,637.50","3,598.44","39.74M","0.51%"
"10/13/1993","3,603.19","3,592.01","3,608.22","3,588.66","27.77M","0.28%"
"10/12/1993","3,593.13","3,600.39","3,602.63","3,588.66","21.13M","-0.01%"
"10/11/1993","3,593.41","3,586.98","3,597.04","3,583.63","14.95M","0.24%"
"10/08/1993","3,584.74","3,593.69","3,597.04","3,557.36","19.30M","0.03%"
"10/07/1993","3,583.63","3,597.32","3,600.67","3,583.07","18.00M","-0.43%"
"10/06/1993","3,598.99","3,585.58","3,605.98","3,584.18","21.83M","0.33%"
"10/05/1993","3,587.26","3,585.02","3,599.27","3,575.52","24.01M","0.27%"
"10/04/1993","3,577.76","3,579.15","3,584.46","3,566.86","17.83M","-0.09%"
"10/01/1993","3,581.11","3,557.36","3,587.26","3,553.72","24.15M","0.73%"
"09/30/1993","3,555.12","3,561.27","3,567.70","3,547.86","22.93M","-0.31%"
"09/29/1993","3,566.30","3,565.74","3,576.36","3,554.28","21.86M","0.01%"
"09/28/1993","3,566.02","3,572.45","3,571.33","3,559.87","18.74M","-0.05%"
"09/27/1993","3,567.70","3,555.68","3,573.84","3,542.83","19.56M","0.69%"
"09/24/1993","3,543.11","3,536.68","3,548.42","3,528.57","20.37M","0.09%"
"09/23/1993","3,539.75","3,550.93","3,554.28","3,530.81","25.32M","-0.20%"
"09/22/1993","3,547.02","3,552.61","3,557.08","3,529.13","27.42M","0.28%"
"09/21/1993","3,537.24","3,581.39","3,584.18","3,507.06","30.36M","-1.08%"
"09/20/1993","3,575.80","3,611.85","3,621.35","3,575.52","19.61M","-1.04%"
"09/17/1993","3,613.25","3,598.72","3,630.57","3,600.67","50.35M","-0.48%"
"09/16/1993","3,630.85","3,628.62","3,633.65","3,617.44","18.23M","-0.08%"
"09/15/1993","3,633.65","3,600.39","3,636.72","3,586.14","27.71M","0.49%"
"09/14/1993","3,615.76","3,618.28","3,634.21","3,606.82","18.55M","-0.51%"
"09/13/1993","3,634.21","3,629.18","3,639.24","3,621.91","20.67M","0.35%"
"09/10/1993","3,621.63","3,596.76","3,622.47","3,588.38","21.34M","0.90%"
"09/09/1993","3,589.49","3,578.04","3,598.99","3,575.80","19.73M","0.02%"
"09/08/1993","3,588.93","3,599.55","3,608.78","3,573.57","23.42M","-0.50%"
"09/07/1993","3,607.10","3,631.13","3,636.44","3,600.39","18.17M","-0.74%"
"09/03/1993","3,633.93","3,621.35","3,638.40","3,616.60","16.95M","0.22%"
"09/02/1993","3,626.10","3,649.02","3,649.85","3,623.87","24.09M","-0.52%"
"09/01/1993","3,645.10","3,642.31","3,655.72","3,638.12","22.41M","-0.17%"
"08/31/1993","3,651.25","3,641.75","3,651.25","3,633.37","19.70M","0.20%"
"08/30/1993","3,643.99","3,641.19","3,655.16","3,637.84","17.75M","0.09%"
"08/27/1993","3,640.63","3,633.09","3,648.18","3,624.98","18.76M","-0.21%"
"08/26/1993","3,648.18","3,649.02","3,663.83","3,640.91","26.54M","-0.11%"
"08/25/1993","3,652.09","3,641.47","3,657.96","3,638.96","30.75M","0.36%"
"08/24/1993","3,638.96","3,605.14","3,639.24","3,604.58","24.98M","0.91%"
"08/23/1993","3,605.98","3,604.30","3,614.64","3,595.64","20.75M","-0.26%"
"08/20/1993","3,615.48","3,615.48","3,615.48","3,595.36","32.04M","0.09%"
"08/19/1993","3,612.13","3,605.98","3,612.13","3,597.60","33.92M","0.20%"
